सामवेद	सामवेद-१८७५	सामवेद ऋषि-२४४	सामवेद छन्द-५०	सामवेद देवता-५७	सामवेद स्वर-८
९१६	ओ३म् इयं वामस्य मन्मन इन्द्राग्नी पूर्व्यस्तुतिः। अभ्राद्वृष्टिरिवाजनि॥९१६	वसिष्ठो मैत्रावरुणिः	गायत्री	इन्द्राग्नी	षड्जः
९१७	ओ३म् शृणुतं जरितुर्हवमिन्द्राग्नी वनतं गिर। ईशाना पिप्यतं धिय॥९१७	वसिष्ठो मैत्रावरुणिः	गायत्री	इन्द्राग्नी	षड्जः
९१८	ओ३म् मा पापत्वाय नो नरेन्द्राग्नी माभिशस्तये। मा नो रीरधतं निदे॥९१८	वसिष्ठो मैत्रावरुणिः	गायत्री	इन्द्राग्नी	षड्जः
९१९	ओ३म् पवस्व दक्षसाधनो देवेभ्य पीतये हरे। मरुद्भ्यो वायवे मद॥९१९	हढच्युत आगस्त्यः	गायत्री	पवमानः सोमः	षड्जः
९२०	ओ३म् सं देवै शोभते वृषा कविर्योनावधि प्रिय। पवमानो अदाभ्यः॥९२०	हढच्युत आगस्त्यः	गायत्री	पवमानः सोमः	षड्जः
९२१	ओ३म् पवमान धिया हितो३ऽभि योनिं कनिक्रदत्। धर्मणा वायुमारुहः॥९२१	हढच्युत आगस्त्यः	गायत्री	पवमानः सोमः	षड्जः
९२४	ओ३म् पुनानो अक्रमीदभि विश्वा मृधो विचर्षणिः। शुम्भन्ति विप्रं धीतिभि॥९२४	बृहन्मतिराङ्गिरसः	गायत्री	पवमानः सोमः	षड्जः
९२५	ओ३म् आ योनिमरुणो रुहद्गमदिन्द्रं वृषा सुतम्। ध्रुवे सदसि सीदतु॥९२५	बृहन्मतिराङ्गिरसः	गायत्री	पवमानः सोमः	षड्जः
९२६	ओ३म् नू नो रयिं महामिन्दोऽस्मभ्य सोम विश्वत। आ पवस्व सहस्रिणम्॥९२६	बृहन्मतिराङ्गिरसः	गायत्री	पवमानः सोमः	षड्जः
९३५	ओ३म् परि प्रिया दिव कविर्वयासि नप्त्योर्हित। स्वानैर्याति कविक्रतुः॥९३५	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
९३६	ओ३म् स सूनुर्मातरा शुचिर्जातो जाते अरोचयत्। महान्मही ऋतावृधा॥९३६	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
९३७	ओ३म् प्रप्र क्षयाय पन्यसे जनाय जुष्टो अद्रुह। वीत्यर्ष पनिष्टये॥९३७	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
९४६	ओ३म् अग्निं वो वृधन्तमध्वराणां पुरूतमम्। अच्छा नप्त्रे सहस्वते॥९४६	प्रयोगो भार्गवः	गायत्री	अग्निः	षड्जः
९४७	ओ३म् अयं यथा न आभुवत्त्वष्टा रूपेव तक्ष्या। अस्य क्रत्वा यशस्वतः॥९४७	प्रयोगो भार्गवः	गायत्री	अग्निः	षड्जः
९४८	ओ३म् अयं विश्वा अभि श्रियोऽग्निर्देवेषु पत्यते। आ वाजैरुप नो गमत्॥९४८	प्रयोगो भार्गवः	गायत्री	अग्निः	षड्जः
९५८	ओ३म् पवमानस्य विश्ववित्प्र ते सर्गा असृक्षत। सूर्यस्येव न रश्मय॥९५८	कश्यपो मारीचः	गायत्री	पवमानः सोमः	षड्जः
९५९	ओ३म् केतुं कृण्वं दिवस्परि विश्वा रूपाभ्यर्षसि। समुद्र सोम पिन्वसे॥९५९	कश्यपो मारीचः	गायत्री	पवमानः सोमः	षड्जः
९६०	ओ३म् जज्ञानो वाचमिष्यसि पवमान विधर्मणि। क्रन्दं देवो न सूर्य॥९६०	कश्यपो मारीचः	गायत्री	पवमानः सोमः	षड्जः
९६१	ओ३म् प्र सोमासो अधन्विषु पवमानास इन्दवः। श्रीणाना अप्सु वृञ्जते॥९६१	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
९६२	ओ३म् अभि गावो अधन्विषुरापो न प्रवता यती। पुनाना इन्द्रमाशत॥९६२	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
९६३	ओ३म् प्र पवमान धन्वसि सोमेन्द्राय मादनः। नृभिर्यतो वि नीयसे॥९६३	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
९६४	ओ३म् इन्दो यदद्रिभिः सुत पवित्रं परिदीयसे। अरमिन्द्रस्य धाम्ने॥९६४	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
९६५	ओ३म् त्व सोम नृमादन पवस्व चर्षणीधृति। सस्निर्यो अनुमाद्य॥९६५	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
९६६	ओ३म् पवस्व वृत्रहन्तम उक्थेभिरनुमाद्य। शुचि पावको अद्भुतः॥९६६	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
९६७	ओ३म् शुचि पावक उच्यते सोम सुत स मधुमान्। देवावीरघशसहा॥९६७	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
९६८	ओ३म् प्र कविर्देववीतयेऽव्या वारेभिरव्यत। साह्वान्विश्वा अभि स्पृध॥९६८	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
९६९	ओ३म् स हि ष्मा जरितृभ्य आ वाजं गोमन्तमिन्वति। पवमानः सहस्रिणम्॥९६९	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
९७०	ओ३म् परि विश्वानि चेतसा मृज्यसे पवसे मती। स न सोम श्रवो विदः॥९७०	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
९७१	ओ३म् अभ्यर्ष बृहद्यशो मघवद्भ्यो ध्रुव रयिम्। इष स्तोतृभ्य आ भर॥९७१	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
९७२	ओ३म् त्व राजेव सुव्रतो गिर सोमाविवेशिथ। पुनानो वह्ने अद्भुत॥९७२	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
९७३	ओ३म् स वह्निरप्सु दुष्टरो मृज्यमानो गभस्त्योः। सोमश्चमूषु सीदति॥९७३	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
९७४	ओ३म् क्रीडुर्मखो न महयु पवित्र सोम गच्छसि। दधत्स्तोत्रे सुवीर्यम्॥९७४	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
९७५	ओ३म् यवंयवं नो अन्धसा पुष्टंपुष्टं परि स्रव। विश्वा च सोम सौभगा॥९७५	अवत्सारः काश्यपः	गायत्री	पवमानः सोमः	षड्जः
९७६	ओ३म् इन्दो यथा तव स्तवो यथा ते जातमन्धसः। नि बर्हिषि प्रिये सद॥९७६	अवत्सारः काश्यपः	गायत्री	पवमानः सोमः	षड्जः
९७७	ओ३म् उत नो गोविदश्ववित्पवस्व सोमान्धसा। मक्षूतमेभिरहभिः॥९७७	अवत्सारः काश्यपः	गायत्री	पवमानः सोमः	षड्जः
९७८	ओ३म् यो जिनाति न जीयते हन्ति शत्रुमभीत्य। स पवस्व सहस्रजित्॥९७८	अवत्सारः काश्यपः	गायत्री	पवमानः सोमः	षड्जः
९७९	ओ३म् यास्ते धारा मधुश्चुतोऽसृग्रमिन्द ऊतये। ताभि पवित्रमासदः॥९७९	जमदग्निर्भार्गवः	गायत्री	पवमानः सोमः	षड्जः
९८०	ओ३म् सो अर्षेन्द्राय पीतये तिरो वाराण्यव्यया। सीदन्नृतस्य योनिमा॥९८०	जमदग्निर्भार्गवः	गायत्री	पवमानः सोमः	षड्जः
९८१	ओ३म् त्व सोम परि स्रव स्वादिष्ठो अङ्गिरोभ्यः। वरिवोविद्धृतं पय॥९८१	जमदग्निर्भार्गवः	गायत्री	पवमानः सोमः	षड्जः
९८५	ओ३म् पुरूरुणा चिद्ध्यस्त्यवो नूनं वां वरुण। मित्र वसि वा सुमतिम्॥९८५	उरुचक्रिरात्रेयः	गायत्री	मित्रावरुणौ	षड्जः
९८६	ओ३म् ता वा सम्यगद्रुह्वाणेषमश्याम धाम च। वयं वां मित्रा स्याम॥९८६	उरुचक्रिरात्रेयः	गायत्री	मित्रावरुणौ	षड्जः
९८७	ओ३म् पातं नो मित्रा पायुभिरुत त्रायेथा सुत्रात्रा। साह्याम दस्यूं तनूभि॥९८७	उरुचक्रिरात्रेयः	गायत्री	मित्रावरुणौ	षड्जः
९८८	ओ३म् उत्तिष्ठन्नोजसा सह पीत्वा शिप्रे अवेपयः। सोममिन्द्र चमू सुतम्॥९८८	कुरुसुतिः काण्वः	गायत्री	इन्द्रः	षड्जः
९८९	ओ३म् अनु त्वा रोदसी उभे स्पर्धमानमददेताम्। इन्द्र यद्दस्युहाभवः॥९८९	कुरुसुतिः काण्वः	गायत्री	इन्द्रः	षड्जः
९९०	ओ३म् वाचमष्टापदीमहं नवस्रक्तिमृतावृधम्। इन्द्रात्परितन्वं ममे॥९९०	कुरुसुतिः काण्वः	गायत्री	इन्द्रः	षड्जः
९९१	ओ३म् इन्द्राग्नी युवामिमे३ऽभि स्तोमा अनूषत। पिबत शम्भुवा सुतम्॥९९१	भरद्वाजो बार्हस्पत्यः	गायत्री	इन्द्राग्नी	षड्जः
९९२	ओ३म् या वा सन्ति पुरुस्पृहो नियुतो दाशुषे नरा। इन्द्राग्नी ताभिरा गतम्॥९९२	भरद्वाजो बार्हस्पत्यः	गायत्री	इन्द्राग्नी	षड्जः
९९३	ओ३म् ताभिरा गच्छतं नरोपेद सवन सुतम्। इन्द्राग्नी सोमपीतये॥९९३	भरद्वाजो बार्हस्पत्यः	गायत्री	इन्द्राग्नी	षड्जः
९९४	ओ३म् अर्षा सोम द्युमत्तमोऽभि द्रोणानि रोरुवत्। सीदन्योनौ वनेष्वा॥९९४	भृगुर्वारुणिर्जमदग्निर्भार्गवो वा	गायत्री	पवमानः सोमः	षड्जः
९९५	ओ३म् अप्सा इन्द्राय वायवे वरुणाय मरुद्भ्य। सोमा अर्षन्तु विष्णवे॥९९५	भृगुर्वारुणिर्जमदग्निर्भार्गवो वा	गायत्री	पवमानः सोमः	षड्जः
९९६	ओ३म् इषं तोकाय नो दधदस्मभ्य सोम विश्वत। आ पवस्व सहस्रिणम्॥९९६	भृगुर्वारुणिर्जमदग्निर्भार्गवो वा	गायत्री	पवमानः सोमः	षड्जः
९९९	ओ३म् यत्सोम चित्रमुक्थ्यं दिव्यं पार्थिवं वसु। तन्न पुनान आ भर॥९९९	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
१०००	ओ३म् वृषा पुनान आयुषि स्तनयन्नधि बर्हिषि। हरि सन्योनिमासदः॥१०००	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
१००१	ओ३म् युव हि स्थः स्वपती इन्द्रश्च सोम गोपती। ईशाना पिप्यतं धिय॥१००१	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
१००८	ओ३म् असाव्यशुर्मदायाप्सु दक्षो गिरिष्ठा। श्येनो न योनिमासदत्॥१००८	जमदग्निर्भार्गवः	गायत्री	पवमानः सोमः	षड्जः
१००९	ओ३म् शुभ्रमन्धो देववातमप्सु धौतं नृभि सुतम्। स्वदन्ति गाव पयोभिः॥१००९	जमदग्निर्भार्गवः	गायत्री	पवमानः सोमः	षड्जः
१०१०	ओ३म् आदीमश्वं न हेतारमशूशुभन्नमृताय। मधो रस सधमादे॥१०१०	जमदग्निर्भार्गवः	गायत्री	पवमानः सोमः	षड्जः
१०३४	ओ३म् असृक्षत प्र वाजिनो गव्या सोमासो अश्वया। शुक्रासो वीरयाशव॥१०३४	कश्यपो मारीचः	गायत्री	पवमानः सोमः	षड्जः
१०३५	ओ३म् शुम्भमानो ऋतायुभिर्मृज्यमाना गभस्त्योः। पवन्ते वारे अव्यये॥१०३५	कश्यपो मारीचः	गायत्री	पवमानः सोमः	षड्जः
१०३६	ओ३म् ते विश्वा दाशुषे वसु सोमा दिव्यानि पार्थिवा। पवन्तामान्तरिक्ष्या॥१०३६	कश्यपो मारीचः	गायत्री	पवमानः सोमः	षड्जः
१०३७	ओ३म् पवस्व देववीरति पवित्र सोम रह्या। इन्द्रमिन्दो वृषा विश॥१०३७	मेधातिथिः काण्वः	गायत्री	पवमानः सोमः	षड्जः
१०३८	ओ३म् आ वच्यस्व महि प्सरो वृषेन्दो द्युम्नवत्तमः। आ योनिं धर्णसि सदः॥१०३८	मेधातिथिः काण्वः	गायत्री	पवमानः सोमः	षड्जः
१०३९	ओ३म् अधुक्षत प्रियं मधु धारा सुतस्य वेधस। अपो वसिष्ट सुक्रतु॥१०३९	मेधातिथिः काण्वः	गायत्री	पवमानः सोमः	षड्जः
१०४०	ओ३म् महान्तं त्वा महीरन्वापो अर्षन्ति सिन्धवः। यद्गोभिर्वासयिष्यसे॥१०४०	मेधातिथिः काण्वः	गायत्री	पवमानः सोमः	षड्जः
१०४१	ओ३म् समुद्रो अप्सु मामृजे विष्टम्भो धरुणो दिव। सोम पवित्रे अस्मयु॥१०४१	मेधातिथिः काण्वः	गायत्री	पवमानः सोमः	षड्जः
१०४२	ओ३म् अचिक्रदद्वृषा हरिर्महान्मित्रो न दर्शत। स सूर्येण दिद्युते॥१०४२	मेधातिथिः काण्वः	गायत्री	पवमानः सोमः	षड्जः
१०४३	ओ३म् गिरस्त इन्द ओजसा मर्मृज्यन्ते अपस्युव। याभिर्मदाय शुम्भसे॥१०४३	मेधातिथिः काण्वः	गायत्री	पवमानः सोमः	षड्जः
१०४४	ओ३म् तं त्वा मदाय घृष्वय उ लोककृत्नुमीमहे। तव प्रशस्तये महे॥१०४४	मेधातिथिः काण्वः	गायत्री	पवमानः सोमः	षड्जः
१०४५	ओ३म् गोषा इन्दो नृषा अस्यश्वसा वाजसा उत। आत्मा यज्ञस्य पूर्व्य॥१०४५	मेधातिथिः काण्वः	गायत्री	पवमानः सोमः	षड्जः
१०४६	ओ३म् अस्मभ्यमिन्दविन्द्रियं मधो पवस्व धारया। पर्जन्यो वृष्टिमा इव॥१०४६	मेधातिथिः काण्वः	गायत्री	पवमानः सोमः	षड्जः
१०४७	ओ३म् सना च सोम जेषि च पवमान महि श्रव। अथा नो वस्यसस्कृधि॥१०४७	हिरण्यस्तूप आङ्गिरसः	गायत्री	पवमानः सोमः	षड्जः
१०४८	ओ३म् सना ज्योति सना स्वा३र्विश्वा च सोम सौभगा। अथा नो वस्यसस्कृधि॥१०४८	हिरण्यस्तूप आङ्गिरसः	गायत्री	पवमानः सोमः	षड्जः
१०४९	ओ३म् सना दक्षमुत क्रतुमप सोम मृधो जहि। अथा नो वस्यसस्कृधि॥१०४९	हिरण्यस्तूप आङ्गिरसः	गायत्री	पवमानः सोमः	षड्जः
१०५०	ओ३म् पवीतारः पुनीतन सोममिन्द्राय पातवे। अथा नो वस्यसस्कृधि॥१०५०	हिरण्यस्तूप आङ्गिरसः	गायत्री	पवमानः सोमः	षड्जः
१०५१	ओ३म् त्व सूर्ये न आ भज तव क्रत्वा तवोतिभि। अथा नो वस्यसस्कृधि॥१०५१	हिरण्यस्तूप आङ्गिरसः	गायत्री	पवमानः सोमः	षड्जः
१०५२	ओ३म् तव क्रत्वा तवोतिभिर्ज्योक्पश्येम सूर्यम्। अथा नो वस्यसस्कृधि॥१०५२	हिरण्यस्तूप आङ्गिरसः	गायत्री	पवमानः सोमः	षड्जः
१०५३	ओ३म् अभ्यर्ष स्वायुध सोम द्विबर्हस रयिम्। अथा नो वस्यसस्कृधि॥१०५३	हिरण्यस्तूप आङ्गिरसः	गायत्री	पवमानः सोमः	षड्जः
१०५४	ओ३म् अभ्य३र्षानपच्युतो वाजिन्त्समत्सु सासहिः। अथा नो वस्यसस्कृधि॥१०५४	हिरण्यस्तूप आङ्गिरसः	गायत्री	पवमानः सोमः	षड्जः
१०५५	ओ३म् त्वां यज्ञैरवीवृधन्पवमान विधर्मणि। अथा नो वस्यसस्कृधि॥१०५५	हिरण्यस्तूप आङ्गिरसः	गायत्री	पवमानः सोमः	षड्जः
१०५६	ओ३म् रयिं नश्चित्रमश्विनमिन्दो विश्वायुमा भर। अथा नो वस्यसस्कृधि॥१०५६	हिरण्यस्तूप आङ्गिरसः	गायत्री	पवमानः सोमः	षड्जः
१०५७	ओ३म् तरत्स मन्दी धावति धारा सुतस्यान्धसः। तरत्स मन्दी धावति॥१०५७	अवत्सारः काश्यपः	गायत्री	पवमानः सोमः	षड्जः
१०५८	ओ३म् उस्रा वेद वसूनां मर्त्तस्य देव्यवसः। तरत्स मन्दी धावति॥१०५८	अवत्सारः काश्यपः	गायत्री	पवमानः सोमः	षड्जः
१०५९	ओ३म् ध्वस्रयो पुरुषन्त्योरा सहस्राणि दद्महे। तरत्स मन्दी धावति॥१०५९	अवत्सारः काश्यपः	गायत्री	पवमानः सोमः	षड्जः
१०६०	ओ३म् आ ययोस्त्रिशतं तना सहस्राणि च दद्महे। तरत्स मन्दी धावति॥१०६०	अवत्सारः काश्यपः	गायत्री	पवमानः सोमः	षड्जः
१०६१	ओ३म् एते सोमा असृक्षत गृणाना शवसे महे। मदिन्तमस्य धारया॥१०६१	जमदग्निर्भार्गवः	गायत्री	पवमानः सोमः	षड्जः
१०६२	ओ३म् अभि गव्यानि वीतये नृम्णा पुनानो अर्षसि। सनद्वाज परि स्रव॥१०६२	जमदग्निर्भार्गवः	गायत्री	पवमानः सोमः	षड्जः
१०६३	ओ३म् उत नो गोमतीरिषो विश्वा अर्ष परिष्टुभ। गृणानो जमदग्निना॥१०६३	जमदग्निर्भार्गवः	गायत्री	पवमानः सोमः	षड्जः
१०६७	ओ३म् प्रति वासूर उदिते मित्रं गृणीषे वरुणम्। अर्यमण रिशादसम्॥१०६७	वसिष्ठो मैत्रावरुणिः	गायत्री	आदित्यः	षड्जः
१०६८	ओ३म् राया हिरण्यया मतिरियमवृकाय शवसे। इयं विप्रामेधसातये॥१०६८	वसिष्ठो मैत्रावरुणिः	गायत्री	आदित्यः	षड्जः
१०६९	ओ३म् ते स्याम देव वरुण ते मित्र सूरिभि सह। इष स्वश्च धीमहि॥१०६९	वसिष्ठो मैत्रावरुणिः	गायत्री	आदित्यः	षड्जः
१०७०	ओ३म् भिन्धि विश्वा अप द्विष परि बाधो जही मृध। वसु स्पार्हं तदा भर॥१०७०	त्रिशोकः काण्वः	गायत्री	इन्द्रः	षड्जः
१०७१	ओ३म् यस्य ते विश्वमानुषग्भूरेर्दत्तस्य वेदति। वसु स्पार्हं तदाभर॥१०७१	त्रिशोकः काण्वः	गायत्री	इन्द्रः	षड्जः
१०७२	ओ३म् यद्वीडाविन्द्र यत्स्थिरे यत्पर्शाने पराभृतम्। वसु स्पार्हं तदा भर॥१०७२	त्रिशोकः काण्वः	गायत्री	इन्द्रः	षड्जः
१०७३	ओ३म् यज्ञस्य हि स्थ ऋत्विजा सस्नी वाजेषु कर्मसु। इन्द्राग्नी तस्य बोधतम्॥१०७३	श्यावाश्वः आत्रेयः	गायत्री	इन्द्राग्नी	षड्जः
१०७४	ओ३म् तोशासा रथयावाना वृत्रहणापराजिता। इन्द्राग्नी तस्य बोधतम्॥१०७४	श्यावाश्वः आत्रेयः	गायत्री	इन्द्राग्नी	षड्जः
१०७५	ओ३म् इदं वां मदिरं मध्वधुक्षन्नद्रिभिर्नर। इन्द्राग्नी तस्य बोधतम्॥१०७५	श्यावाश्वः आत्रेयः	गायत्री	इन्द्राग्नी	षड्जः
१०७६	ओ३म् इन्द्रायेन्दो मरुत्वते पवस्व मधुमत्तमः। अर्कस्य योनिमासदम्॥१०७६	कश्यपो मारीचः	गायत्री	पवमानः सोमः	षड्जः
१०७७	ओ३म् तं त्वा विप्रा वचोविद परिष्कृण्वन्ति धर्णसिम्। सं त्वा मृजन्त्यायव॥१०७७	कश्यपो मारीचः	गायत्री	पवमानः सोमः	षड्जः
१०७८	ओ३म् रसं ते मित्रो अर्यमा पिबन्तु वरुणः कवे। पवमानस्य मरुत॥१०७८	कश्यपो मारीचः	गायत्री	पवमानः सोमः	षड्जः
१०८१	ओ३म् एतमु त्यं दश क्षिपो मृजन्ति सिन्धुमातरम्। समादित्येभिरख्यत॥१०८१	अहमीयुरांगिरसः	गायत्री	पवमानः सोमः	षड्जः
१०८२	ओ३म् समिन्द्रेणोत वायुना सुत एति पवित्र आ। स सूर्यस्य रश्मिभि॥१०८२	अहमीयुरांगिरसः	गायत्री	पवमानः सोमः	षड्जः
१०८३	ओ३म् स नो भगाय वायवे पूष्णे पवस्व मधुमान्। चारुर्मित्रे वरुणे च॥१०८३	अहमीयुरांगिरसः	गायत्री	पवमानः सोमः	षड्जः
१०८४	ओ३म् रेवतीर्नः सधमाद इन्द्रे सन्तु तुविवाजाः। क्षुमन्तो याभिर्मदेम॥१०८४	शुनः शेप आजीगर्तिः	गायत्री	इन्द्रः	षड्जः
१०८५	ओ३म् आ घ त्वावां त्मना युक्त स्तोतृभ्यो धृष्णवीयान। ऋणोरक्षं न चक्रयो॥१०८५ 	शुनः शेप आजीगर्तिः	गायत्री	इन्द्रः	षड्जः
१०८६	ओ३म् आ यद्दुव शतक्रतवा कामं जरितॄणाम्। ऋणोरक्षं न शचीभिः॥१०८६	शुनः शेप आजीगर्तिः	गायत्री	इन्द्रः	षड्जः
१०८७	ओ३म् सुरूपकृत्नुमूतये सुदुघामिव गोदुहे। जुहूमसि द्यविद्यवि॥१०८७	मधुच्छन्दा वैश्वामित्रः	गायत्री	इन्द्रः	षड्जः
१०८८	ओ३म् उप न सवना गहि सोमस्य सोमपाः पिब। गोदा इद्रेवतो मद॥१०८८	मधुच्छन्दा वैश्वामित्रः	गायत्री	इन्द्रः	षड्जः
१०८९	ओ३म् अथा ते अन्तमानां विद्याम सुमतीनाम्। मा नो अति ख्य आ गहि॥१०८९	मधुच्छन्दा वैश्वामित्रः	गायत्री	इन्द्रः	षड्जः
१०९३	ओ३म् परि स्वानो गिरिष्ठा पवित्रे सोमो अक्षरत्। मदेषु सर्वधा असि॥१०९३	असितः काश्यपो देवलो वा	गायत्री	इन्द्रः	षड्जः
१०९४	ओ३म् त्वं विप्रस्त्वं कविर्मधु प्र जातमन्धसः। मदेषु सर्वधा असि॥१०९४	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
१०९५	ओ३म् त्वे विश्वे सजोषसो देवास पीतिमाशत। मदेषु सर्वधा असि॥१०९५	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
१०९६	ओ३म् स सुन्वे यो वसूनां यो रायामानेता य इडानाम्। सोमो य सुक्षितीनाम्॥१०९६	ऋणंचयो राजर्षिः	यवमध्या गायत्री	पवमानः सोमः	षड्जः
१११९	ओ३म् प्र स्वानासो रथा इवार्वन्तो न श्रवस्यव। सोमासो राये अक्रमुः॥१११९	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
११२०	ओ३म् हिन्वानासो रथा इव दधन्विरे गभस्त्योः। भरासः कारिणामिव॥११२०	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
११२१	ओ३म् राजानो न प्रशस्तिभि सोमासो गोभिरञ्जते। यज्ञो न सप्त धातृभि॥११२१	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
११२२	ओ३म् परि स्वानास इन्दवो मदाय बर्हणा गिरा। मधो अर्षन्ति धारया॥११२२	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
११२३	ओ३म् आपानासो विवस्वतो जिन्वन्त उषसो भगम्। सूरा अण्वं वि तन्वते॥११२३	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
११२४	ओ३म् अप द्वारा मतीनां प्रत्ना ऋण्वन्ति कारव। वृष्णो हरस आयव॥११२४	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
११२५	ओ३म् समीचीनास आशत होतारः सप्तजानयः। पदमेकस्य पिप्रतः॥११२५	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
११२६	ओ३म् नाभा नाभिं न आ ददे चक्षुषा सूर्य दृशे। कवेरपत्यमा दुहे॥११२६	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
११२७	ओ३म् अभि प्रियं दिवस्पदमध्वर्युभिर्गुहा हितम्। सूर पस्यति चक्षसा॥११२७	असितः काश्यपो देवलो वा	गायत्री	पवमानः सोमः	षड्जः
